title;author;publisher;isbn;barcode;category;year;language;pages;shelf;copies;status;keywords;description
Az Gittim Uz Gittim;E. Cem Günay;;;EBS-KTP-0524;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Açıl Sofram Açıl;E. Cem Günay;;;EBS-KTP-0525;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
En Güzel Türk Masalları;E. Cem Günay;;;EBS-KTP-0526;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Erzurumlu Emrah;E. Cem Günay;;;EBS-KTP-0527;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Evvel Zaman İçinde;E. Cem Günay;;;EBS-KTP-0528;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gökten Üç Elma Düştü;E. Cem Günay;;;EBS-KTP-0529;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Halk Şiiri Antoloji;E. Cem Günay;;;EBS-KTP-0530;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Matem;E. Cem Günay;;;EBS-KTP-0531;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nar Tanesi;E. Cem Günay;;;EBS-KTP-0532;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nasrettin Hoca Fıkraları;E. Cem Günay;;;EBS-KTP-0533;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zümrüdüanka;E. Cem Günay;;;EBS-KTP-0534;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bakışsız Bir Kedi Kara;Ece Ayhan;;;EBS-KTP-0535;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kınar Hanımın Denizleri;Ece Ayhan;;;EBS-KTP-0536;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ortodostluklar;Ece Ayhan;;;EBS-KTP-0537;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sivil Şiirler;Ece Ayhan;;;EBS-KTP-0538;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yort Suval;Ece Ayhan;;;EBS-KTP-0539;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zambaklı Padişah;Ece Ayhan;;;EBS-KTP-0540;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çok Eski Adıyladır;Ece Ayhan;;;EBS-KTP-0541;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ben Ruhi Bey Nasılım;Edip Cansever;;;EBS-KTP-0542;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bezik Oynayan Kadınlar;Edip Cansever;;;EBS-KTP-0543;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gül Dönüyor Avucumda;Edip Cansever;;;EBS-KTP-0544;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İkindi Üstü;Edip Cansever;;;EBS-KTP-0545;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlkyaz Şikayetçileri;Edip Cansever;;;EBS-KTP-0546;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kirli Ağustos;Edip Cansever;;;EBS-KTP-0547;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nerde Antigone;Edip Cansever;;;EBS-KTP-0548;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Oteller Kenti;Edip Cansever;;;EBS-KTP-0549;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Petrol;Edip Cansever;;;EBS-KTP-0550;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevda İle Sevgi;Edip Cansever;;;EBS-KTP-0551;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sonrası Kalır;Edip Cansever;;;EBS-KTP-0552;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tragedyalar;Edip Cansever;;;EBS-KTP-0553;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Umutsuzlar Parkı;Edip Cansever;;;EBS-KTP-0554;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeniden;Edip Cansever;;;EBS-KTP-0555;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yerçekimli Karanfil;Edip Cansever;;;EBS-KTP-0556;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çağrılamayan Yakup;Edip Cansever;;;EBS-KTP-0557;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şairin Seyir Defteri;Edip Cansever;;;EBS-KTP-0558;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Barbaros Hayrettin Geliyor;F. Fazıl Tülbentçi;;;EBS-KTP-0559;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Büyük Harpten Sonrakiler;F. Fazıl Tülbentçi;;;EBS-KTP-0560;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Büyük Türk Zaferleri;F. Fazıl Tülbentçi;;;EBS-KTP-0561;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cem Sultan;F. Fazıl Tülbentçi;;;EBS-KTP-0562;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cumhuriyet Nasıl Kuruldu;F. Fazıl Tülbentçi;;;EBS-KTP-0563;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Geçmişte Bugün;F. Fazıl Tülbentçi;;;EBS-KTP-0564;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hurrem Sultan;F. Fazıl Tülbentçi;;;EBS-KTP-0565;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstanbul Kapılarında;F. Fazıl Tülbentçi;;;EBS-KTP-0566;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstanbul’un Fethi;F. Fazıl Tülbentçi;;;EBS-KTP-0567;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kanuni Sultan Süleyman;F. Fazıl Tülbentçi;;;EBS-KTP-0568;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Osmanoğulları;F. Fazıl Tülbentçi;;;EBS-KTP-0569;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sabahtan Bir Saat Evvel;F. Fazıl Tülbentçi;;;EBS-KTP-0570;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sultan Yıldırım Beyazıt;F. Fazıl Tülbentçi;;;EBS-KTP-0571;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sultanların Aşkı;F. Fazıl Tülbentçi;;;EBS-KTP-0572;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tarihe Şan Veren Türk;F. Fazıl Tülbentçi;;;EBS-KTP-0573;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk Atasözleri Ve Deyimleri;F. Fazıl Tülbentçi;;;EBS-KTP-0574;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk Tarihinden Sayfalar;F. Fazıl Tülbentçi;;;EBS-KTP-0575;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yavuz Sultan Selim Ağlıyor;F. Fazıl Tülbentçi;;;EBS-KTP-0576;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şah İsmail;F. Fazıl Tülbentçi;;;EBS-KTP-0577;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şanlı Kadırgalar;F. Fazıl Tülbentçi;;;EBS-KTP-0578;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
19 Mayıs Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0579;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anıtkabir;F. Hüsnü Dağlarca;;;EBS-KTP-0580;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Arka Üstü;F. Hüsnü Dağlarca;;;EBS-KTP-0581;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Asu;F. Hüsnü Dağlarca;;;EBS-KTP-0582;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aylam;F. Hüsnü Dağlarca;;;EBS-KTP-0583;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aç Yazı;F. Hüsnü Dağlarca;;;EBS-KTP-0584;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Açıl Susam Açıl;F. Hüsnü Dağlarca;;;EBS-KTP-0585;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Balinayla Mandalina;F. Hüsnü Dağlarca;;;EBS-KTP-0586;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Batı Acısı;F. Hüsnü Dağlarca;;;EBS-KTP-0587;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bağımsızlık Savaşı-30 Ağustos;F. Hüsnü Dağlarca;;;EBS-KTP-0588;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bağımsızlık Savaşı-İzmir Yollarında;F. Hüsnü Dağlarca;;;EBS-KTP-0589;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bağımsızlık Savaşı-Sakarya Kıyıları;F. Hüsnü Dağlarca;;;EBS-KTP-0590;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cezayir Türküsü;F. Hüsnü Dağlarca;;;EBS-KTP-0591;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cinoğlan;F. Hüsnü Dağlarca;;;EBS-KTP-0592;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Daha;F. Hüsnü Dağlarca;;;EBS-KTP-0593;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Delice Böcek;F. Hüsnü Dağlarca;;;EBS-KTP-0594;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dildeki Bilgisayar;F. Hüsnü Dağlarca;;;EBS-KTP-0595;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dişiboy;F. Hüsnü Dağlarca;;;EBS-KTP-0596;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dışardan Gazel;F. Hüsnü Dağlarca;;;EBS-KTP-0597;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gazi Mustafa Kemal Atatürk;F. Hüsnü Dağlarca;;;EBS-KTP-0598;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Göz Masalı;F. Hüsnü Dağlarca;;;EBS-KTP-0599;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güneş Doğduran;F. Hüsnü Dağlarca;;;EBS-KTP-0600;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Haliç;F. Hüsnü Dağlarca;;;EBS-KTP-0601;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Havaya Çizilen Dünya;F. Hüsnü Dağlarca;;;EBS-KTP-0602;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Haydi;F. Hüsnü Dağlarca;;;EBS-KTP-0603;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hin ile Hincik;F. Hüsnü Dağlarca;;;EBS-KTP-0604;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hiroşima;F. Hüsnü Dağlarca;;;EBS-KTP-0605;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hollandalı Dörtlükler;F. Hüsnü Dağlarca;;;EBS-KTP-0606;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hoo'lar;F. Hüsnü Dağlarca;;;EBS-KTP-0607;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Horoz;F. Hüsnü Dağlarca;;;EBS-KTP-0608;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Yapıtla 50 Yıl Sonrakiler;F. Hüsnü Dağlarca;;;EBS-KTP-0609;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstanbul- Fetih Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0610;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstiklâl Savaşı-İnönüler;F. Hüsnü Dağlarca;;;EBS-KTP-0611;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İstiklâl Savaşı-Samsun'dan Ankara'ya;F. Hüsnü Dağlarca;;;EBS-KTP-0612;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İçimdeki Şiir Hayvanı;F. Hüsnü Dağlarca;;;EBS-KTP-0613;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kazmalama;F. Hüsnü Dağlarca;;;EBS-KTP-0614;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Koşan Ayılar Ülkesi;F. Hüsnü Dağlarca;;;EBS-KTP-0615;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kubilay Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0616;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kuş Ayak;F. Hüsnü Dağlarca;;;EBS-KTP-0617;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kınalı Kuzu Ağıdı;F. Hüsnü Dağlarca;;;EBS-KTP-0618;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Malazgirt Ululaması;F. Hüsnü Dağlarca;;;EBS-KTP-0619;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mustafa Kemal'in Kağnısı;F. Hüsnü Dağlarca;;;EBS-KTP-0620;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Nötron Bombası;F. Hüsnü Dağlarca;;;EBS-KTP-0621;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sivaslı Karınca;F. Hüsnü Dağlarca;;;EBS-KTP-0622;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Takma Yaşamalar Çağı;F. Hüsnü Dağlarca;;;EBS-KTP-0623;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Taşdevri;F. Hüsnü Dağlarca;;;EBS-KTP-0624;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Toprak Ana;F. Hüsnü Dağlarca;;;EBS-KTP-0625;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk Olmak;F. Hüsnü Dağlarca;;;EBS-KTP-0626;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Uzaklarla Giyinmek;F. Hüsnü Dağlarca;;;EBS-KTP-0627;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Vietnam Savaşımız;F. Hüsnü Dağlarca;;;EBS-KTP-0628;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yanık Çocuklar Koçaklaması;F. Hüsnü Dağlarca;;;EBS-KTP-0629;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaramaz Sözcükler;F. Hüsnü Dağlarca;;;EBS-KTP-0630;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yavaşlayan Ömür;F. Hüsnü Dağlarca;;;EBS-KTP-0631;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yazıları Seven ayı;F. Hüsnü Dağlarca;;;EBS-KTP-0632;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yedi Memetler;F. Hüsnü Dağlarca;;;EBS-KTP-0633;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeryağ;F. Hüsnü Dağlarca;;;EBS-KTP-0634;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeryüzü Çocukları;F. Hüsnü Dağlarca;;;EBS-KTP-0635;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yunus Emre'de Olmak;F. Hüsnü Dağlarca;;;EBS-KTP-0636;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çakırın Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0637;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çanakkale Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0638;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çocuk ve Allah;F. Hüsnü Dağlarca;;;EBS-KTP-0639;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çukurova Koçaklaması;F. Hüsnü Dağlarca;;;EBS-KTP-0640;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çıplak;F. Hüsnü Dağlarca;;;EBS-KTP-0641;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Özgürlük Alanı;F. Hüsnü Dağlarca;;;EBS-KTP-0642;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üç Şehitler Destanı;F. Hüsnü Dağlarca;;;EBS-KTP-0643;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şeker Yiyen Resimler;F. Hüsnü Dağlarca;;;EBS-KTP-0644;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Akarsu;F. Nafiz Çamlıbel;;;EBS-KTP-0645;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Akın;F. Nafiz Çamlıbel;;;EBS-KTP-0646;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Akıncı Türküleri;F. Nafiz Çamlıbel;;;EBS-KTP-0647;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ateş;F. Nafiz Çamlıbel;;;EBS-KTP-0648;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Demette Beş Çiçek;F. Nafiz Çamlıbel;;;EBS-KTP-0649;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Ömür Böyle Geçti;F. Nafiz Çamlıbel;;;EBS-KTP-0650;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Boğaziçi Şarkısı;F. Nafiz Çamlıbel;;;EBS-KTP-0651;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Canavar;F. Nafiz Çamlıbel;;;EBS-KTP-0652;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dev Aynası;F. Nafiz Çamlıbel;;;EBS-KTP-0653;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dinle Neyden;F. Nafiz Çamlıbel;;;EBS-KTP-0654;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Elimle Seçtiklerim;F. Nafiz Çamlıbel;;;EBS-KTP-0655;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gönülden Gönüle;F. Nafiz Çamlıbel;;;EBS-KTP-0656;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Han Duvarları;F. Nafiz Çamlıbel;;;EBS-KTP-0657;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Heyecan ve Sükûn;F. Nafiz Çamlıbel;;;EBS-KTP-0658;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Göz Ağrısı;F. Nafiz Çamlıbel;;;EBS-KTP-0659;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kahraman;F. Nafiz Çamlıbel;;;EBS-KTP-0660;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kanbur;F. Nafiz Çamlıbel;;;EBS-KTP-0661;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Numaralar;F. Nafiz Çamlıbel;;;EBS-KTP-0662;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevk-i Tabîî;F. Nafiz Çamlıbel;;;EBS-KTP-0663;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Suda Halkalar;F. Nafiz Çamlıbel;;;EBS-KTP-0664;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tatlı Sert;F. Nafiz Çamlıbel;;;EBS-KTP-0665;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yangın;F. Nafiz Çamlıbel;;;EBS-KTP-0666;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yayla Kartalı;F. Nafiz Çamlıbel;;;EBS-KTP-0667;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yıldız Yağmuru;F. Nafiz Çamlıbel;;;EBS-KTP-0668;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zafer Türküsü;F. Nafiz Çamlıbel;;;EBS-KTP-0669;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zindan Duvarları;F. Nafiz Çamlıbel;;;EBS-KTP-0670;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çoban Çeşmesi;F. Nafiz Çamlıbel;;;EBS-KTP-0671;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Özyurt;F. Nafiz Çamlıbel;;;EBS-KTP-0672;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şarkın Sultanları;F. Nafiz Çamlıbel;;;EBS-KTP-0673;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk Ne İdi?;F. Rıfkı Atay;;;EBS-KTP-0674;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk’ün Bana Anlattıkları;F. Rıfkı Atay;;;EBS-KTP-0675;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk’ün Hatıraları;F. Rıfkı Atay;;;EBS-KTP-0676;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ateş Ve Güneş;F. Rıfkı Atay;;;EBS-KTP-0677;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Batış Yılları;F. Rıfkı Atay;;;EBS-KTP-0678;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bayrak;F. Rıfkı Atay;;;EBS-KTP-0679;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bizim Akdeniz;F. Rıfkı Atay;;;EBS-KTP-0680;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Denizaşırı;F. Rıfkı Atay;;;EBS-KTP-0681;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Eski Saat;F. Rıfkı Atay;;;EBS-KTP-0682;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hind;F. Rıfkı Atay;;;EBS-KTP-0683;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İnanç;F. Rıfkı Atay;;;EBS-KTP-0684;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Pazar Konuşmaları;F. Rıfkı Atay;;;EBS-KTP-0685;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Taymis Kıyıları;F. Rıfkı Atay;;;EBS-KTP-0686;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tuna Kıyıları;F. Rıfkı Atay;;;EBS-KTP-0687;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeni Rusya;F. Rıfkı Atay;;;EBS-KTP-0688;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yolcu Defteri;F. Rıfkı Atay;;;EBS-KTP-0689;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zeytindağı;F. Rıfkı Atay;;;EBS-KTP-0690;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çankaya;F. Rıfkı Atay;;;EBS-KTP-0691;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
